"","conference","hoopr","FGM_off","FGA_off","3PTM_off","3PTA_off","FTM_off","FTA_off","OREB_off","DREB_off","REB_off","AST_off","STL_off","BLK_off","TO_off","PF_off","PTS_off","result_off","FGM_def","FGA_def","3PTM_def","3PTA_def","FTM_def","FTA_def","OREB_def","DREB_def","REB_def","AST_def","STL_def","BLK_def","TO_def","PF_def","PTS_def","result_def","year","Team","Conference","power_conf"
"318","CAA","UNC Wilmington",0.0217899736885037,0.0344086986064854,-0.0180811366225225,-0.0564128006681835,0.0561136295646553,0.0430798789941504,-0.00257984660548075,0.0117521979541619,0.00917235134868117,-0.0276932083863262,0.0176675934949851,-0.000957335835828,-0.0559436919693923,0.026295016611348,0.0816124403191403,0.75,0.012570896732358,-0.0289044063956859,0.0149176436980367,0.0288521992590596,-0.0181197551953799,-0.0362213119212803,-0.0472666780389618,-0.0250456884886264,-0.0723123665275883,0.0406037845342576,0.0354852705511008,0.0040975165815436,-0.00242489439791263,-0.0258886776323373,0.0219396819673727,0.666666666666667,"2021-22","UNC Wilmington","CAA",FALSE
"319","MVC","Northern Iowa",0.0415682701744306,0.00934179300498669,0.030207991010401,0.0532362310870678,0.0274815721458027,0.0138871547842222,-0.0356344398381853,-0.00883875794417963,-0.0444731977823649,0.0206303002979878,-0.00178856843448112,-0.030328852254766,-0.0510865809482298,-0.0425516568909662,0.140826103505065,0.625,-0.00796553068352769,-0.0244884230264687,-0.0282318938892128,-0.0712501378166616,0.0452735074891717,0.0737729251754969,0.00153760355010017,0.00704748376939795,0.0085850873194981,-0.0067771991546362,0.010051027899652,0.0118108409894491,-0.00643406050064976,0.00596694089234942,0.00111055223290354,0.666666666666667,"2021-22","Northern Iowa","MVC",FALSE
"320","MWC","UNLV",0.00159451530295682,0.0170001088391259,0.0283813994626338,0.0567597586373792,0.0234478128137137,0.0174583703179899,0.00658965803060994,0.0601254922088668,0.0667151502394768,0.0213358948766816,0.00444561630382445,-0.0030078698853383,-0.0180921337484315,0.0196957130932001,0.0550182428822612,0.75,0.0487065617335001,-0.019892072329508,-0.00087898410094667,-0.0461895195071874,-0.0110544250829344,-0.0151090355346886,-0.0117750121999041,0.00631360900611003,-0.00546140319379412,0.0109961870063755,0.0148772802387904,0.0177673798153447,0.0147650357648669,-0.00192857042660788,0.0854797142831192,0.5,"2021-22","UNLV","MWC",FALSE
"321","Big South","South Carolina Upstate",-0.0111433040858715,0.0285443489138099,-0.00472385130863804,0.000654181517088282,0.0127847999822311,-0.00298029596059508,-0.00845619773009888,-0.00901408407779885,-0.0174702818078977,-0.000244983530182256,0.00994019890372479,0.00682845661820735,-0.0356892164212469,0.0048134817145935,-0.0142256594981499,0.625,0.00967538226990092,0.030772161445608,-0.0205665785658126,-0.00764240342288549,-0.0327639083385325,-0.0514766685446457,0.0073148652197977,-0.0370098238563267,-0.029694958636529,-0.011756466365682,0.0075356674156683,-0.00607836454637839,-0.00080756206616622,-0.0028794447569517,-0.0339797223645432,0.666666666666667,"2021-22","South Carolina Upstate","Big South",FALSE
"322","Sunbelt","UT Arlington",-0.0245956954862841,0.0391694178606272,0.00300753889893867,0.0178515899825932,-0.0251235527780752,-0.0610261053686749,0.0140133759061325,-0.0282097205000236,-0.0141963445938911,0.00353338500074653,0.0303809615840322,0.0207854845952868,0.00169544440772221,0.0100289091512894,-0.0713074048517047,0.666666666666667,0.00933941694717188,0.0210987993976676,-0.028191894860372,-0.0398173253120468,-0.000841274711666765,-0.0216414817173961,-0.0318710682287891,-0.0500242158122267,-0.0818952840410158,-0.0460200956711376,0.0136818482731607,-0.000913756996274186,-0.0434476156708025,0.0122252873358977,-0.010354335677695,0.5,"2021-22","UT Arlington","Sunbelt",FALSE
"323","OVC","UT Martin",-0.0140212313787453,0.0389125366357972,0.00227629700655736,-0.00858356306754501,-0.0035098712562559,-0.00332895705025741,0.0182304628933341,0.0272599786191793,0.0454904415125134,-0.0282923679142293,-0.0305709224647182,0.00704862546319252,-0.0192173326403499,0.0404481340857471,-0.0292760370071892,0.25,0.00443218272169579,-0.000697881222486781,0.00306880368906808,-0.0142122307186487,-0.0813136941758647,-0.0938532127453311,0.0126168536811197,-0.0381692161444147,-0.025552362463295,0.00366996584059993,0.0155882774289764,-0.00757793115534456,0.0546101485115521,0.0236965642039582,-0.069380525043405,0.333333333333333,"2021-22","UT Martin","OVC",FALSE
"324","Pac 12","Utah",0.0112473822189615,0.0124629293500637,-0.00487557114624912,-0.000688228480909818,0.0026701212022642,0.0127699249399313,-0.00814286832055399,-0.0092581798079675,-0.0174010481285215,-0.0114864594021731,-0.0197289348094564,-0.0167179635226581,-0.0262245646441875,-0.0266955929430664,0.0202893144939379,0.5,-0.0362018392188045,-0.0386871173694509,-0.026870129749428,-0.0529385414423343,0.0029178208066089,0.0192588823835573,-0.0018177105256554,-0.0275733674668691,-0.0293910779925245,-0.0433490942059293,0.0235605265975655,0.0137478154805726,0.0283954985950302,0.0305857472952129,-0.0963559873804282,0.2,"2021-22","Utah","Pac 12",TRUE
"325","MWC","Utah State",0.00509040262480493,0.00928323907662976,-0.0010891308938655,0.0119417747850616,-0.0261466847961785,-0.0120511383809514,0.0103747420535493,0.00599445663311599,0.0163691986866653,0.0687613487609359,-0.010747155772311,-0.0143875376293796,0.0063940038645382,0.00907036606326304,-0.0171859361374826,0.625,-0.0026263217552367,0.00537861923084387,0.00748251487456493,0.0505078912352454,0.0175224047511004,-0.00572074175712516,0.00192754833729802,-0.0460974571693196,-0.0441699088320215,0.0114952167673236,0.0191081740405421,-0.00263814944811339,-0.000933944520410767,0.00102251532654081,0.0197522761151919,0.5,"2021-22","Utah State","MWC",FALSE
"326","WAC","Utah Valley",-0.0103616982953876,-0.0281408927191012,-0.0179580756003804,-0.0634878854230209,0.00476860545310556,0.0178717334577695,0.00723292633301902,0.0974969171550614,0.10472984348808,0.0267026207499847,-0.0249547009795316,0.0199949990252358,0.0275102563307016,-0.0248886222315645,-0.03391286673805,0.625,0.0320491540667903,-0.0354383138221915,0.000227997011342979,-0.0586433287541685,0.0314569120672842,0.0343185112010724,0.0353383379621339,0.0240433120850258,0.0593816500471598,0.0131903974733044,-0.0114425037305961,-0.00914498533585009,0.0556765068558536,-0.0216465478726481,0.0958994551932006,0.625,"2021-22","Utah Valley","WAC",FALSE
"327","C-USA","UTEP",0.0248583848314958,0.0101258934989565,0.00855128750977342,-0.000397506947700198,-0.0246177126752694,-0.0437285950318475,-0.0288409733099136,8.09945062176382e-05,-0.0287599788036959,0.0116910017869633,0.0105565050668028,0.00734266374903142,-0.0197262849948572,0.00185623775216615,0.0336503444974957,0.75,0.00917600776707818,0.0135191105126745,0.0199073240561476,0.0325912428824502,0.0150683793771399,-0.000222401286853167,-0.007537745691045,-0.00427353922530919,-0.0118112849163542,0.00660243845058277,0.0173275486838921,0.0186306948998084,-0.0209589996375041,0.0190214140225578,0.0533277189674439,0.75,"2021-22","UTEP","C-USA",FALSE
